id,category,urgency_level,urgency_score,text_description,image_description,issue_type,location_type,timestamp
water_supply_MEDIUM_9887,water_supply,MEDIUM,6,Reporting dirty water tanks residential complex. This is causing problems for residents. Please address when possible. Inconvenient for families. Noticed last week. Near the main entrance.,Photo of dirty water tanks showing supply problems residential complex. Photo taken during daytime with after rain. Good image quality.,dirty water tanks,residential complex,2025-09-24 06:10:10.335315
water_supply_MEDIUM_9311,water_supply,MEDIUM,7,There's a dirty water tanks apartment building that needs attention. It's troublesome and should be fixed few days. Inconvenient for families. Getting worse. Near the main entrance.,Photo of dirty water tanks showing plumbing issues visible apartment building. Photo taken during daytime with clear weather. Multiple angles shown.,dirty water tanks,apartment building,2025-09-14 06:10:10.335315
water_supply_MEDIUM_8177,water_supply,MEDIUM,5,There's a contaminated water slum area that needs attention. It's troublesome and should be fixed few days. Affecting daily routine. Ongoing issue. Close to residential homes.,Photo of contaminated water showing plumbing issues visible slum area. Photo taken during daytime with clear weather. Clear visibility.,contaminated water,slum area,2025-08-27 06:10:10.335315
water_supply_MEDIUM_4285,water_supply,MEDIUM,6,There's a pipe leaks government office that needs attention. It's issue and should be fixed this week. Disrupting normal activities. Been like this for a few days. Close to residential homes.,Photo of pipe leaks showing plumbing issues visible government office. Photo taken morning shot with after rain. Clear visibility.,pipe leaks,government office,2025-08-27 06:10:10.335315
water_supply_MEDIUM_7919,water_supply,MEDIUM,5,Problem: pipe leaks school. This is troublesome and requires resolution. Disrupting normal activities. Noticed last week. Close to residential homes.,Photo of pipe leaks showing plumbing issues visible school. Photo taken in the evening with clear weather. Good image quality.,pipe leaks,school,2025-09-10 06:10:10.335315
water_supply_MEDIUM_3839,water_supply,MEDIUM,6,Reporting burst pipes school. This is causing inconvenience for residents. Please address when possible. Affecting daily routine. Been like this for a few days. Visible from the road.,Photo of burst pipes showing water leakage school. Photo taken morning shot with after rain. Clear visibility.,burst pipes,school,2025-09-19 06:10:10.335315
water_supply_MEDIUM_3819,water_supply,MEDIUM,4,"Issue with low pressure slum area. While not emergency, it needs proper attention at earliest. Disrupting normal activities. Getting worse. In a busy area.",Photo of low pressure showing water leakage slum area. Photo taken afternoon lighting with overcast sky. Clear visibility.,low pressure,slum area,2025-09-12 06:10:10.335315
water_supply_MEDIUM_3692,water_supply,MEDIUM,5,Reporting contaminated water apartment building. This is causing difficulties for residents. Please address when possible. Inconvenient for families. Noticed last week. Visible from the road.,Photo of contaminated water showing plumbing issues visible apartment building. Photo taken in the evening with overcast sky. Good image quality.,contaminated water,apartment building,2025-09-15 06:10:10.335315
water_supply_MEDIUM_3849,water_supply,MEDIUM,4,I am writing to inform reporting burst pipes hospital. this is causing problems for residents. please address when possible. affecting daily routine. ongoing issue. close to residential homes.,Photo of burst pipes showing water leakage hospital. Photo taken morning shot with clear weather. Clear visibility.,burst pipes,hospital,2025-09-18 06:10:10.336317
water_supply_MEDIUM_9444,water_supply,MEDIUM,6,Problem: burst pipes school. This is problematic and requires resolution. Inconvenient for families. Noticed last week. In a busy area.,Photo of burst pipes showing plumbing issues visible school. Photo taken in the evening with sunny conditions. Clear visibility.,burst pipes,school,2025-09-23 06:10:10.336317
water_supply_MEDIUM_3319,water_supply,MEDIUM,7,"Issue with pipe leaks apartment building. While not critical, it needs proper attention this week. Affecting daily routine. Been like this for a few days. In a busy area.",Photo of pipe leaks showing water leakage apartment building. Photo taken in the evening with overcast sky. Multiple angles shown.,pipe leaks,apartment building,2025-09-24 06:10:10.336317
water_supply_MEDIUM_7803,water_supply,MEDIUM,5,"I'm worried about issue with low pressure school. while not critical, it needs proper attention when possible. inconvenient for families. getting worse. near the main entrance.",Photo of low pressure showing supply problems school. Photo taken during daytime with overcast sky. Multiple angles shown.,low pressure,school,2025-09-26 06:10:10.336317
water_supply_MEDIUM_9361,water_supply,MEDIUM,6,Problem: contaminated water apartment building. This is troublesome and requires resolution. Inconvenient for families. Been like this for a few days. Close to residential homes.,Photo of contaminated water showing plumbing issues visible apartment building. Photo taken morning shot with after rain. Close-up detail visible.,contaminated water,apartment building,2025-09-14 06:10:10.336317
water_supply_MEDIUM_3198,water_supply,MEDIUM,7,Reporting dirty water tanks school. This is causing difficulties for residents. Please address when possible. Disrupting normal activities. Ongoing issue. Close to residential homes.,Photo of dirty water tanks showing plumbing issues visible school. Photo taken during daytime with sunny conditions. Multiple angles shown.,dirty water tanks,school,2025-09-19 06:10:10.336317
water_supply_MEDIUM_7452,water_supply,MEDIUM,5,Reporting dirty water tanks apartment building. This is causing difficulties for residents. Please address when possible. Inconvenient for families. Been like this for a few days. In a busy area.,Photo of dirty water tanks showing plumbing issues visible apartment building. Photo taken in the evening with sunny conditions. Clear visibility.,dirty water tanks,apartment building,2025-09-03 06:10:10.336317
water_supply_MEDIUM_8676,water_supply,MEDIUM,5,"This concerns me issue with burst pipes school. while not critical, it needs proper attention at earliest. affecting daily routine. getting worse. close to residential homes.",Photo of burst pipes showing supply problems school. Photo taken during daytime with after rain. Good image quality.,burst pipes,school,2025-09-16 06:10:10.336317
water_supply_MEDIUM_9344,water_supply,MEDIUM,5,There's a low pressure government office that needs attention. It's problem and should be fixed this week. Disrupting normal activities. Been like this for a few days. Near the main entrance.,Photo of low pressure showing supply problems government office. Photo taken afternoon lighting with overcast sky. Good image quality.,low pressure,government office,2025-09-14 06:10:10.336317
water_supply_MEDIUM_3949,water_supply,MEDIUM,5,Reporting no water supply school. This is causing inconvenience for residents. Please address when possible. Inconvenient for families. Ongoing issue. Near the main entrance.,Photo of no water supply showing plumbing issues visible school. Photo taken during daytime with overcast sky. Close-up detail visible.,no water supply,school,2025-09-20 06:10:10.336317
water_supply_MEDIUM_8225,water_supply,MEDIUM,4,There's a pipe leaks apartment building that needs attention. It's concerning and should be fixed at earliest. Disrupting normal activities. Been like this for a few days. Visible from the road.,Photo of pipe leaks showing water leakage apartment building. Photo taken morning shot with after rain. Good image quality.,pipe leaks,apartment building,2025-09-25 06:10:10.336317
water_supply_MEDIUM_2578,water_supply,MEDIUM,6,Reporting dirty water tanks school. This is causing difficulties for residents. Please address when possible. Affecting daily routine. Been like this for a few days. Close to residential homes.,Photo of dirty water tanks showing plumbing issues visible school. Photo taken in the evening with clear weather. Clear visibility.,dirty water tanks,school,2025-09-20 06:10:10.336317
water_supply_MEDIUM_3936,water_supply,MEDIUM,6,This could be dangerous problem: burst pipes apartment building. this is concerning and requires resolution. disrupting normal activities. been like this for a few days. in a busy area.,Photo of burst pipes showing supply problems apartment building. Photo taken during daytime with overcast sky. Close-up detail visible.,burst pipes,apartment building,2025-09-01 06:10:10.336317
water_supply_MEDIUM_5392,water_supply,MEDIUM,6,Problem: burst pipes slum area. This is troublesome and requires resolution. Disrupting normal activities. Noticed last week. Visible from the road.,Photo of burst pipes showing plumbing issues visible slum area. Photo taken during daytime with overcast sky. Close-up detail visible.,burst pipes,slum area,2025-09-18 06:10:10.336317
water_supply_MEDIUM_7513,water_supply,MEDIUM,5,Reporting low pressure apartment building. This is causing inconvenience for residents. Please address when possible. Disrupting normal activities. Been like this for a few days. Close to residential homes.,Photo of low pressure showing water leakage apartment building. Photo taken morning shot with clear weather. Good image quality.,low pressure,apartment building,2025-08-30 06:10:10.336317
water_supply_MEDIUM_9811,water_supply,MEDIUM,5,There's a burst pipes government office that needs attention. It's concerning and should be fixed this week. Affecting daily routine. Noticed last week. Close to residential homes.,Photo of burst pipes showing water leakage government office. Photo taken afternoon lighting with after rain. Close-up detail visible.,burst pipes,government office,2025-08-29 06:10:10.336317
water_supply_MEDIUM_2695,water_supply,MEDIUM,7,"Issue with burst pipes hospital. While not emergency, it needs proper attention soon. Inconvenient for families. Noticed last week. Close to residential homes.",Photo of burst pipes showing supply problems hospital. Photo taken afternoon lighting with after rain. Close-up detail visible.,burst pipes,hospital,2025-09-03 06:10:10.336317
water_supply_MEDIUM_6698,water_supply,MEDIUM,5,I fear that problem: pipe leaks apartment building. this is problematic and requires resolution. affecting daily routine. getting worse. in a busy area.,Photo of pipe leaks showing plumbing issues visible apartment building. Photo taken in the evening with clear weather. Close-up detail visible.,pipe leaks,apartment building,2025-09-15 06:10:10.336317
water_supply_MEDIUM_5178,water_supply,MEDIUM,6,There's a contaminated water school that needs attention. It's important and should be fixed at earliest. Inconvenient for families. Noticed last week. Close to residential homes.,Photo of contaminated water showing water leakage school. Photo taken in the evening with clear weather. Multiple angles shown.,contaminated water,school,2025-09-20 06:10:10.336317
water_supply_MEDIUM_9507,water_supply,MEDIUM,6,"Issue with dirty water tanks school. While not emergency, it needs proper attention when possible. Affecting daily routine. Been like this for a few days. Visible from the road.",Photo of dirty water tanks showing plumbing issues visible school. Photo taken afternoon lighting with sunny conditions. Close-up detail visible.,dirty water tanks,school,2025-09-07 06:10:10.336317
water_supply_MEDIUM_6742,water_supply,MEDIUM,6,"Issue with burst pipes residential complex. While not emergency, it needs proper attention when possible. Affecting daily routine. Noticed last week. Close to residential homes.",Photo of burst pipes showing supply problems residential complex. Photo taken in the evening with sunny conditions. Good image quality.,burst pipes,residential complex,2025-09-25 06:10:10.337316
water_supply_MEDIUM_9027,water_supply,MEDIUM,6,Please address reporting dirty water tanks slum area. this is causing difficulties for residents. please address when possible. inconvenient for families. getting worse. visible from the road.,Photo of dirty water tanks showing water leakage slum area. Photo taken morning shot with clear weather. Multiple angles shown.,dirty water tanks,slum area,2025-09-09 06:10:10.337316
water_supply_MEDIUM_4462,water_supply,MEDIUM,4,"Issue with contaminated water government office. While not emergency, it needs proper attention when possible. Disrupting normal activities. Ongoing issue. Near the main entrance.",Photo of contaminated water showing supply problems government office. Photo taken during daytime with sunny conditions. Multiple angles shown.,contaminated water,government office,2025-09-22 06:10:10.337316
water_supply_MEDIUM_4577,water_supply,MEDIUM,5,There's a no water supply slum area that needs attention. It's issue and should be fixed soon. Disrupting normal activities. Ongoing issue. In a busy area.,Photo of no water supply showing plumbing issues visible slum area. Photo taken afternoon lighting with after rain. Close-up detail visible.,no water supply,slum area,2025-09-04 06:10:10.337316
water_supply_MEDIUM_3346,water_supply,MEDIUM,4,Reporting pipe leaks hospital. This is causing difficulties for residents. Please address when possible. Inconvenient for families. Been like this for a few days. Visible from the road.,Photo of pipe leaks showing supply problems hospital. Photo taken afternoon lighting with after rain. Clear visibility.,pipe leaks,hospital,2025-09-04 06:10:10.337316
water_supply_MEDIUM_3916,water_supply,MEDIUM,7,I'm worried about problem: burst pipes government office. this is problematic and requires resolution. inconvenient for families. been like this for a few days. near the main entrance.,Photo of burst pipes showing supply problems government office. Photo taken during daytime with sunny conditions. Multiple angles shown.,burst pipes,government office,2025-09-15 06:10:10.337316
water_supply_MEDIUM_3816,water_supply,MEDIUM,7,"Issue with contaminated water apartment building. While not critical, it needs proper attention soon. Disrupting normal activities. Noticed last week. Close to residential homes.",Photo of contaminated water showing water leakage apartment building. Photo taken in the evening with sunny conditions. Close-up detail visible.,contaminated water,apartment building,2025-09-04 06:10:10.337316
water_supply_MEDIUM_7975,water_supply,MEDIUM,7,"Issue with burst pipes hospital. While not emergency, it needs proper attention soon. Inconvenient for families. Noticed last week. Close to residential homes.",Photo of burst pipes showing supply problems hospital. Photo taken morning shot with overcast sky. Close-up detail visible.,burst pipes,hospital,2025-09-24 06:10:10.337316
water_supply_MEDIUM_3324,water_supply,MEDIUM,4,Reporting burst pipes government office. This is causing difficulties for residents. Please address when possible. Inconvenient for families. Ongoing issue. In a busy area.,Photo of burst pipes showing water leakage government office. Photo taken afternoon lighting with overcast sky. Clear visibility.,burst pipes,government office,2025-08-29 06:10:10.337316
water_supply_MEDIUM_4822,water_supply,MEDIUM,6,Problem: low pressure school. This is problematic and requires resolution. Disrupting normal activities. Getting worse. Visible from the road.,Photo of low pressure showing water leakage school. Photo taken during daytime with after rain. Close-up detail visible.,low pressure,school,2025-09-01 06:10:10.337316
water_supply_MEDIUM_2724,water_supply,MEDIUM,6,There's a low pressure hospital that needs attention. It's issue and should be fixed at earliest. Inconvenient for families. Getting worse. Close to residential homes.,Photo of low pressure showing supply problems hospital. Photo taken in the evening with overcast sky. Close-up detail visible.,low pressure,hospital,2025-09-14 06:10:10.337316
water_supply_MEDIUM_9596,water_supply,MEDIUM,4,There's a no water supply hospital that needs attention. It's troublesome and should be fixed few days. Inconvenient for families. Ongoing issue. In a busy area.,Photo of no water supply showing supply problems hospital. Photo taken morning shot with overcast sky. Multiple angles shown.,no water supply,hospital,2025-09-13 06:10:10.337316
water_supply_MEDIUM_6458,water_supply,MEDIUM,6,"Issue with dirty water tanks residential complex. While not critical, it needs proper attention soon. Inconvenient for families. Ongoing issue. Close to residential homes.",Photo of dirty water tanks showing plumbing issues visible residential complex. Photo taken afternoon lighting with sunny conditions. Clear visibility.,dirty water tanks,residential complex,2025-09-10 06:10:10.337316
water_supply_MEDIUM_1445,water_supply,MEDIUM,7,"Issue with burst pipes residential complex. While not emergency, it needs proper attention at earliest. Affecting daily routine. Ongoing issue. Close to residential homes.",Photo of burst pipes showing water leakage residential complex. Photo taken during daytime with after rain. Good image quality.,burst pipes,residential complex,2025-09-09 06:10:10.337316
water_supply_MEDIUM_9329,water_supply,MEDIUM,7,There's a pipe leaks residential complex that needs attention. It's important and should be fixed this week. Affecting daily routine. Ongoing issue. Visible from the road.,Photo of pipe leaks showing plumbing issues visible residential complex. Photo taken during daytime with sunny conditions. Close-up detail visible.,pipe leaks,residential complex,2025-09-11 06:10:10.337316
water_supply_MEDIUM_3860,water_supply,MEDIUM,6,"Issue with burst pipes hospital. While not critical, it needs proper attention at earliest. Affecting daily routine. Been like this for a few days. Visible from the road.",Photo of burst pipes showing water leakage hospital. Photo taken in the evening with clear weather. Close-up detail visible.,burst pipes,hospital,2025-09-17 06:10:10.337316
water_supply_MEDIUM_9181,water_supply,MEDIUM,5,There is a there's a low pressure residential complex that needs attention. it's concerning and should be fixed when possible. affecting daily routine. noticed last week. close to residential homes.,Photo of low pressure showing plumbing issues visible residential complex. Photo taken during daytime with clear weather. Good image quality.,low pressure,residential complex,2025-09-05 06:10:10.337316
water_supply_MEDIUM_9514,water_supply,MEDIUM,6,"I'm worried about issue with low pressure school. while not emergency, it needs proper attention when possible. affecting daily routine. noticed last week. visible from the road.",Photo of low pressure showing plumbing issues visible school. Photo taken afternoon lighting with overcast sky. Clear visibility.,low pressure,school,2025-09-26 06:10:10.337316
water_supply_MEDIUM_3478,water_supply,MEDIUM,7,Reporting contaminated water hospital. This is causing inconvenience for residents. Please address when possible. Inconvenient for families. Been like this for a few days. In a busy area.,Photo of contaminated water showing supply problems hospital. Photo taken during daytime with after rain. Clear visibility.,contaminated water,hospital,2025-09-01 06:10:10.337316
water_supply_MEDIUM_8346,water_supply,MEDIUM,4,Problem: burst pipes residential complex. This is troublesome and requires resolution. Affecting daily routine. Getting worse. Visible from the road.,Photo of burst pipes showing plumbing issues visible residential complex. Photo taken in the evening with after rain. Multiple angles shown.,burst pipes,residential complex,2025-09-17 06:10:10.337316
water_supply_MEDIUM_9354,water_supply,MEDIUM,4,I am writing to inform reporting pipe leaks school. this is causing inconvenience for residents. please address when possible. disrupting normal activities. been like this for a few days. close to residential homes.,Photo of pipe leaks showing water leakage school. Photo taken morning shot with sunny conditions. Multiple angles shown.,pipe leaks,school,2025-09-19 06:10:10.337316
water_supply_MEDIUM_5789,water_supply,MEDIUM,5,Hey there's a reporting pipe leaks slum area. this is causing inconvenience for residents. please address when possible. inconvenient for families. noticed last week. in a busy area.,Photo of pipe leaks showing water leakage slum area. Photo taken during daytime with after rain. Good image quality.,pipe leaks,slum area,2025-09-10 06:10:10.337316
water_supply_MEDIUM_3828,water_supply,MEDIUM,6,There is a problem: contaminated water government office. this is troublesome and requires resolution. affecting daily routine. getting worse. near the main entrance.,Photo of contaminated water showing plumbing issues visible government office. Photo taken morning shot with clear weather. Close-up detail visible.,contaminated water,government office,2025-09-07 06:10:10.337316
water_supply_MEDIUM_8718,water_supply,MEDIUM,7,There's a pipe leaks slum area that needs attention. It's concerning and should be fixed this week. Disrupting normal activities. Getting worse. Close to residential homes.,Photo of pipe leaks showing supply problems slum area. Photo taken during daytime with clear weather. Good image quality.,pipe leaks,slum area,2025-08-29 06:10:10.337316
water_supply_MEDIUM_7934,water_supply,MEDIUM,4,"This is ridiculous issue with no water supply government office. while not emergency, it needs proper attention at earliest. affecting daily routine. been like this for a few days. visible from the road.",Photo of no water supply showing water leakage government office. Photo taken afternoon lighting with after rain. Close-up detail visible.,no water supply,government office,2025-09-22 06:10:10.337316
water_supply_MEDIUM_1545,water_supply,MEDIUM,7,There's this there's a contaminated water government office that needs attention. it's problem and should be fixed at earliest. inconvenient for families. ongoing issue. close to residential homes.,Photo of contaminated water showing supply problems government office. Photo taken in the evening with after rain. Close-up detail visible.,contaminated water,government office,2025-09-09 06:10:10.337316
water_supply_MEDIUM_9519,water_supply,MEDIUM,6,I would like to report reporting burst pipes apartment building. this is causing difficulties for residents. please address when possible. disrupting normal activities. noticed last week. visible from the road.,Photo of burst pipes showing water leakage apartment building. Photo taken in the evening with overcast sky. Multiple angles shown.,burst pipes,apartment building,2025-09-19 06:10:10.337316
water_supply_MEDIUM_9935,water_supply,MEDIUM,4,Reporting low pressure school. This is causing inconvenience for residents. Please address when possible. Affecting daily routine. Been like this for a few days. In a busy area.,Photo of low pressure showing supply problems school. Photo taken afternoon lighting with sunny conditions. Good image quality.,low pressure,school,2025-09-05 06:10:10.337316
water_supply_MEDIUM_3543,water_supply,MEDIUM,7,Problem: pipe leaks hospital. This is concerning and requires resolution. Inconvenient for families. Getting worse. Near the main entrance.,Photo of pipe leaks showing supply problems hospital. Photo taken in the evening with clear weather. Close-up detail visible.,pipe leaks,hospital,2025-09-18 06:10:10.337316
water_supply_MEDIUM_5503,water_supply,MEDIUM,7,There's a pipe leaks school that needs attention. It's concerning and should be fixed when possible. Disrupting normal activities. Noticed last week. In a busy area.,Photo of pipe leaks showing water leakage school. Photo taken afternoon lighting with overcast sky. Close-up detail visible.,pipe leaks,school,2025-09-25 06:10:10.337316
water_supply_MEDIUM_9737,water_supply,MEDIUM,5,"Issue with dirty water tanks slum area. While not critical, it needs proper attention at earliest. Disrupting normal activities. Been like this for a few days. Near the main entrance.",Photo of dirty water tanks showing plumbing issues visible slum area. Photo taken morning shot with after rain. Close-up detail visible.,dirty water tanks,slum area,2025-09-21 06:10:10.338317
water_supply_MEDIUM_9012,water_supply,MEDIUM,4,There's a low pressure hospital that needs attention. It's important and should be fixed when possible. Disrupting normal activities. Noticed last week. Visible from the road.,Photo of low pressure showing water leakage hospital. Photo taken during daytime with clear weather. Clear visibility.,low pressure,hospital,2025-08-30 06:10:10.338317
water_supply_MEDIUM_7515,water_supply,MEDIUM,7,Problem: pipe leaks apartment building. This is concerning and requires resolution. Inconvenient for families. Getting worse. Near the main entrance.,Photo of pipe leaks showing water leakage apartment building. Photo taken afternoon lighting with after rain. Multiple angles shown.,pipe leaks,apartment building,2025-09-19 06:10:10.338317
water_supply_MEDIUM_3908,water_supply,MEDIUM,5,Problem: low pressure residential complex. This is concerning and requires resolution. Affecting daily routine. Been like this for a few days. In a busy area.,Photo of low pressure showing water leakage residential complex. Photo taken morning shot with after rain. Clear visibility.,low pressure,residential complex,2025-09-26 06:10:10.338317
water_supply_MEDIUM_2745,water_supply,MEDIUM,4,"Help! We have issue with pipe leaks apartment building. while not emergency, it needs proper attention this week. affecting daily routine. noticed last week. near the main entrance.",Photo of pipe leaks showing plumbing issues visible apartment building. Photo taken in the evening with overcast sky. Multiple angles shown.,pipe leaks,apartment building,2025-09-25 06:10:10.338317
water_supply_MEDIUM_3939,water_supply,MEDIUM,7,There's a low pressure slum area that needs attention. It's needs attention and should be fixed when possible. Disrupting normal activities. Been like this for a few days. Near the main entrance.,Photo of low pressure showing water leakage slum area. Photo taken during daytime with after rain. Good image quality.,low pressure,slum area,2025-09-25 06:10:10.338317
water_supply_MEDIUM_5402,water_supply,MEDIUM,6,This is ridiculous there's a contaminated water government office that needs attention. it's needs attention and should be fixed at earliest. disrupting normal activities. noticed last week. near the main entrance.,Photo of contaminated water showing water leakage government office. Photo taken morning shot with overcast sky. Multiple angles shown.,contaminated water,government office,2025-09-04 06:10:10.338317
water_supply_MEDIUM_9717,water_supply,MEDIUM,4,Problem: no water supply hospital. This is troublesome and requires resolution. Affecting daily routine. Getting worse. In a busy area.,Photo of no water supply showing plumbing issues visible hospital. Photo taken afternoon lighting with overcast sky. Close-up detail visible.,no water supply,hospital,2025-09-16 06:10:10.338317
water_supply_MEDIUM_9439,water_supply,MEDIUM,6,I am writing to inform there's a dirty water tanks hospital that needs attention. it's concerning and should be fixed when possible. disrupting normal activities. getting worse. visible from the road.,Photo of dirty water tanks showing water leakage hospital. Photo taken morning shot with after rain. Multiple angles shown.,dirty water tanks,hospital,2025-08-30 06:10:10.338317
water_supply_MEDIUM_5643,water_supply,MEDIUM,6,"Issue with burst pipes government office. While not critical, it needs proper attention when possible. Affecting daily routine. Been like this for a few days. In a busy area.",Photo of burst pipes showing plumbing issues visible government office. Photo taken in the evening with sunny conditions. Close-up detail visible.,burst pipes,government office,2025-09-24 06:10:10.338317
water_supply_MEDIUM_2145,water_supply,MEDIUM,6,There's a contaminated water school that needs attention. It's important and should be fixed this week. Disrupting normal activities. Been like this for a few days. In a busy area.,Photo of contaminated water showing water leakage school. Photo taken during daytime with after rain. Clear visibility.,contaminated water,school,2025-09-21 06:10:10.338317
water_supply_MEDIUM_4424,water_supply,MEDIUM,6,"I'm sick of issue with no water supply slum area. while not critical, it needs proper attention this week. disrupting normal activities. noticed last week. near the main entrance.",Photo of no water supply showing water leakage slum area. Photo taken in the evening with after rain. Clear visibility.,no water supply,slum area,2025-09-02 06:10:10.338317
water_supply_MEDIUM_2786,water_supply,MEDIUM,4,Reporting burst pipes residential complex. This is causing difficulties for residents. Please address when possible. Disrupting normal activities. Getting worse. Near the main entrance.,Photo of burst pipes showing plumbing issues visible residential complex. Photo taken afternoon lighting with overcast sky. Good image quality.,burst pipes,residential complex,2025-09-15 06:10:10.338317
water_supply_MEDIUM_6103,water_supply,MEDIUM,5,"Fed up with issue with contaminated water slum area. while not emergency, it needs proper attention few days. affecting daily routine. been like this for a few days. close to residential homes.",Photo of contaminated water showing plumbing issues visible slum area. Photo taken afternoon lighting with sunny conditions. Multiple angles shown.,contaminated water,slum area,2025-08-31 06:10:10.338317
water_supply_MEDIUM_1445,water_supply,MEDIUM,4,Problem: pipe leaks school. This is troublesome and requires resolution. Inconvenient for families. Getting worse. Near the main entrance.,Photo of pipe leaks showing water leakage school. Photo taken afternoon lighting with clear weather. Close-up detail visible.,pipe leaks,school,2025-09-06 06:10:10.338317
water_supply_MEDIUM_8435,water_supply,MEDIUM,5,Problem: low pressure government office. This is troublesome and requires resolution. Inconvenient for families. Noticed last week. In a busy area.,Photo of low pressure showing water leakage government office. Photo taken during daytime with overcast sky. Good image quality.,low pressure,government office,2025-09-01 06:10:10.338317
water_supply_MEDIUM_4187,water_supply,MEDIUM,4,There's a burst pipes hospital that needs attention. It's problem and should be fixed soon. Disrupting normal activities. Been like this for a few days. Near the main entrance.,Photo of burst pipes showing plumbing issues visible hospital. Photo taken in the evening with clear weather. Close-up detail visible.,burst pipes,hospital,2025-08-28 06:10:10.338317
water_supply_MEDIUM_1278,water_supply,MEDIUM,4,Problem: dirty water tanks apartment building. This is concerning and requires resolution. Inconvenient for families. Noticed last week. Near the main entrance.,Photo of dirty water tanks showing supply problems apartment building. Photo taken morning shot with clear weather. Good image quality.,dirty water tanks,apartment building,2025-09-23 06:10:10.338317
water_supply_MEDIUM_2525,water_supply,MEDIUM,7,"Issue with low pressure apartment building. While not critical, it needs proper attention few days. Inconvenient for families. Noticed last week. In a busy area.",Photo of low pressure showing water leakage apartment building. Photo taken during daytime with after rain. Close-up detail visible.,low pressure,apartment building,2025-09-14 06:10:10.338317
water_supply_MEDIUM_7551,water_supply,MEDIUM,7,There's a contaminated water hospital that needs attention. It's problem and should be fixed few days. Affecting daily routine. Ongoing issue. Near the main entrance.,Photo of contaminated water showing plumbing issues visible hospital. Photo taken during daytime with after rain. Clear visibility.,contaminated water,hospital,2025-09-21 06:10:10.338317
water_supply_MEDIUM_1103,water_supply,MEDIUM,5,Problem: burst pipes slum area. This is concerning and requires resolution. Affecting daily routine. Been like this for a few days. Visible from the road.,Photo of burst pipes showing supply problems slum area. Photo taken in the evening with clear weather. Good image quality.,burst pipes,slum area,2025-09-09 06:10:10.338317
water_supply_MEDIUM_6087,water_supply,MEDIUM,7,There's a low pressure government office that needs attention. It's concerning and should be fixed this week. Disrupting normal activities. Noticed last week. Visible from the road.,Photo of low pressure showing supply problems government office. Photo taken afternoon lighting with overcast sky. Good image quality.,low pressure,government office,2025-09-19 06:10:10.338317
water_supply_MEDIUM_6922,water_supply,MEDIUM,7,"Issue with no water supply government office. While not critical, it needs proper attention few days. Affecting daily routine. Ongoing issue. Close to residential homes.",Photo of no water supply showing supply problems government office. Photo taken morning shot with sunny conditions. Clear visibility.,no water supply,government office,2025-09-03 06:10:10.338317
water_supply_MEDIUM_5624,water_supply,MEDIUM,7,Can someone fix reporting burst pipes government office. this is causing inconvenience for residents. please address when possible. inconvenient for families. noticed last week. close to residential homes.,Photo of burst pipes showing plumbing issues visible government office. Photo taken afternoon lighting with sunny conditions. Clear visibility.,burst pipes,government office,2025-09-21 06:10:10.338317
water_supply_MEDIUM_6764,water_supply,MEDIUM,5,"Issue with contaminated water residential complex. While not emergency, it needs proper attention at earliest. Inconvenient for families. Getting worse. Visible from the road.",Photo of contaminated water showing supply problems residential complex. Photo taken during daytime with sunny conditions. Close-up detail visible.,contaminated water,residential complex,2025-08-29 06:10:10.338317
water_supply_MEDIUM_3332,water_supply,MEDIUM,5,"Issue with low pressure slum area. While not critical, it needs proper attention when possible. Disrupting normal activities. Noticed last week. Near the main entrance.",Photo of low pressure showing plumbing issues visible slum area. Photo taken afternoon lighting with clear weather. Close-up detail visible.,low pressure,slum area,2025-09-24 06:10:10.338317
water_supply_MEDIUM_1949,water_supply,MEDIUM,6,There is a reporting low pressure residential complex. this is causing problems for residents. please address when possible. inconvenient for families. noticed last week. in a busy area.,Photo of low pressure showing supply problems residential complex. Photo taken morning shot with overcast sky. Close-up detail visible.,low pressure,residential complex,2025-09-17 06:10:10.338317
water_supply_MEDIUM_3089,water_supply,MEDIUM,7,There's a burst pipes hospital that needs attention. It's needs attention and should be fixed at earliest. Affecting daily routine. Ongoing issue. Near the main entrance.,Photo of burst pipes showing water leakage hospital. Photo taken during daytime with after rain. Multiple angles shown.,burst pipes,hospital,2025-08-29 06:10:10.339317
water_supply_MEDIUM_1939,water_supply,MEDIUM,7,Help! We have there's a pipe leaks apartment building that needs attention. it's issue and should be fixed at earliest. disrupting normal activities. getting worse. in a busy area.,Photo of pipe leaks showing plumbing issues visible apartment building. Photo taken afternoon lighting with clear weather. Good image quality.,pipe leaks,apartment building,2025-08-27 06:10:10.339317
water_supply_MEDIUM_2413,water_supply,MEDIUM,5,Problem: dirty water tanks apartment building. This is concerning and requires resolution. Inconvenient for families. Ongoing issue. In a busy area.,Photo of dirty water tanks showing water leakage apartment building. Photo taken morning shot with sunny conditions. Close-up detail visible.,dirty water tanks,apartment building,2025-09-05 06:10:10.339317
water_supply_MEDIUM_2241,water_supply,MEDIUM,6,There's a contaminated water school that needs attention. It's needs attention and should be fixed at earliest. Affecting daily routine. Ongoing issue. In a busy area.,Photo of contaminated water showing supply problems school. Photo taken in the evening with after rain. Multiple angles shown.,contaminated water,school,2025-08-31 06:10:10.339317
